id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
107,153,Visa,Debit,gAAAAABn7S-foTGTEiwXUKGrJQrSje8anYfPs93RsqpKY3lpg_6Q2-ggpWoyYOsK0ZKmGenoPyv3AiRZ-HY8BvgikWgFeNKBb1QnADzfysF_wgjO6nU3FeQ=,08/2018,gAAAAABn7S-fvwGSqX0rVJ68TC1yZ7urJYSbK8DzAd-E3qTL_FQRCBzlnwcqPNKxj5hRaTv4vtCo7iM3ifxL73jH8262NagTkA==,YES,1,$32092,01/2006,2010,No
440,153,Mastercard,Debit,gAAAAABn7S-fDBPj1MVIK6hoyZZmwbzzPk4rzmKCwSIzi2JxDSMknwVQHiUnSKJhKTf4v4HuF9GzFm9vPdbjb0IwHHlbaypevJhrLtXrGEHiuGW9f0QDR9Q=,02/2020,gAAAAABn7S-ftRx_uiDN08tNcTtyr-PcI0g32qW6NHy6420z4ehHeeRy7zCh0M2ZsBLV0sZ7UteBVMAQSlgfB1JoSbe8coq__A==,YES,1,$20463,01/2020,2020,No
746,429,Visa,Debit,gAAAAABn7S-fP2BDUZSsYJ4CUOx5jfEeyqwIRwQ5YowYXq7G7NxwTrUBvrIOc_PjamUEbmVSKuUHnPbkodsrjSAeyIkqFt-QBwDqUsEpVENsqRm6CtVI-EE=,08/2022,gAAAAABn7S-f-vNJLRTSrZl_laXD28vOzvypvRZyDA7mN32EesPOweIbW1ex4F7vkTHFYWqr9bhOI-PYJGsQ9I8W0hgM-MYldg==,YES,1,$15802,01/2020,2020,No
1769,429,Visa,Debit,gAAAAABn7S-fc7a6UHfPKr4E0wQ8CYCCpAxiAWveVHXDJSuda4T-tm_YBkiKkuMxyCGWzDeV4rJKMLfE888JMXn7nVhYQRHB9LXZPCznfoncLc89oEqN81k=,02/2020,gAAAAABn7S-fo50s7RKF6GqrqJHAvnD_sXWHadE_zJA2vk-lG0JyU8ifn5palzjHXyv_c33S-gPYokqPMxbEq3sZ-FnhjreAsQ==,NO,2,$4612,02/2020,2020,No
421,429,Discover,Credit,gAAAAABn7S-fkwH0Efo7TjZS6iJNmdqFq2i9ewc13q8QIPppaDukkzZUKoskcIIB5MHw7RRP5y-ndbyKiUkBD7h1A0Kxo4jfUYEL5bUuMidxvEOwyAkrqhk=,07/2020,gAAAAABn7S-fQ1UhGbQH6IEWiVd99RMyjLD-IDg91-Gf6PPS19oxwJjqUuZHJTu5lnWI4bdDDXzwMr9pnkG9VJw4XatXYIxD8w==,YES,2,$19900,01/2020,2020,No
974,511,Mastercard,Debit (Prepaid),gAAAAABn7S-f9rb6UVOWCUdGUPyjz4WcJaciWeVUqHYRdPgUCepktLn1wghoJMIo5Bnz9SPP23K2cwnnLr6dGQLcE3hReMeEPd0B3YEcSoW-J0LpfrUICk0=,10/2020,gAAAAABn7S-fz6FRlQoIE9lN8TO_9-5KoXht203YLxQmGoIFRZia9NCi26qFr0Z4bnvAHINlGWYhKQpqweW1B_kgXMqO7UndrQ==,YES,1,$73,02/2000,2012,No
4707,511,Mastercard,Debit,gAAAAABn7S-fHS7q3v880YdbcnPU7GCpm5K-Z5p7r4p1acNPtV4iOz1PrMxZx4PgZ5bVOiAiYMGrx86Z2ZouV3uAYYhmtQg4V8PsK4-fZTbRAxbc9dhP-nI=,01/2024,gAAAAABn7S-fNnatuiZG7luqML1TMmqd7cmQKJtL9r8CVIx7T8C9AThhLznVb7eJMjt6iNMEm9cYHhE-n0zdKgi_cq3-letncg==,YES,1,$11858,09/2009,2010,No
7,511,Mastercard,Debit,gAAAAABn7S-f52Yh4gVit4lS5RcHzEsBluoudx1v9fOvCZSoy13d0En89wTcgjvK2ITOIqaMb4B7_sgUhSVuBSrCf-3slfQD7Sje9881oC4w60aKeqthVxQ=,03/2005,gAAAAABn7S-frQCEFGJ76aHMomzdKHIzd7UBgKFUZoj99DmF9iwXBEnqSyUeHkWitlcVA68AzAul2KE_fRTiO-YXs81eisrqAg==,YES,1,$9664,01/1998,2011,No
2212,511,Mastercard,Debit,gAAAAABn7S-fN43Xb9qnyOfQZWBN1jl0jY-YtnXnTBUhrLg4NlsetDQGlvxjmqRd6jFeh_XPH2zk_FZKU8UalOpovHThPQCy6TrLkG1BqYYB31fPA3lqhic=,06/2020,gAAAAABn7S-fe741J-QuoD5JSKYlcyNUoaZa-HUoy0kLDo_sCtfZf9nU7s3anADWcfr4zAC7JYgdZmpM-TNLk6ztWeEwTPjsaw==,YES,1,$8367,03/2009,2009,No
1038,511,Visa,Credit,gAAAAABn7S-f8gRV4oX9ENcrCJMAAgtZwt92bRvWaKaI9EOyU8tJQ7NGmdM-8h0KbTqG_47RSKfxDOuOnOPAMcWow-v6relLRRmBB6TS950amZF66Nv2dP0=,06/2022,gAAAAABn7S-fPBEEnMM4u7SzkPyMuqzzE5bnDw52mjzfnwLo3ouychf3avAft1IPjvvyjrPPhkbk6RdAXbf3CjTdE5zKsvhNzw==,YES,2,$6100,02/2004,2009,No
1460,309,Mastercard,Debit,gAAAAABn7S-feeUQyW3QqmhjQIYZtSMNOFnvUm96zNrCUfg7CAvLqX0uNzE9VkTUneUAP4FzinHaH093YY8WMvrwQE4oYXjYHGuspn5b5CPxHUFnSz21lsE=,02/2020,gAAAAABn7S-fon9m07bVvTMAw0OlYIAMOcgdXRwiuA8DGOfY31VnwfqQd88xnLRqwUMWW-RuoJYBgnrip2yRxI9E66-3DyZMtw==,YES,3,$9944,02/2020,2020,No
747,309,Visa,Credit,gAAAAABn7S-fp3RQ5kSo0Jgpn3aO1VQn7yTGz_EjSwBhnHXGIRxr37rZUKiGhYV9dPOusXyP7EsgRA2gh1I5to5u4gJeyEZ--KHmRYeak5T67uSaIZG4Ul0=,01/2020,gAAAAABn7S-foxzgt1G2a7NjM0sXHkkxZDs21ib1PZMhVTLRsMTaK_jVzcAg-9s1AtLF5L5u7-T8OjER6_rQu49cJVrpvNzw0w==,YES,1,$7900,01/2020,2020,No
1770,309,Visa,Credit,gAAAAABn7S-f1TBMHC-qoFqM6Ec1S6dzALSn-VgFrLGHfsJr_vvdmLh7zrebr7lND8Eh2BeCajrle3RiTBOXIQyPTaZogUVORspEF-n9PAzgMcd9uxToiDI=,12/2020,gAAAAABn7S-f8HhkULkq8H69ZTJsEgdm1DF3tg6wmc_FIfpBTd_08ZnKJ9wyYifl8aA3ie0vtqFl_o-vTozhj0eIlf9nviuIlw==,YES,1,$5600,02/2020,2020,No
748,777,Visa,Debit,gAAAAABn7S-ffqpMKQKGRq5pSk6Z37Cf8nbubFhUBk9gKWFs3UXlD5btqzASNfiq0y0oHHeT-MgoG0RK1Kbeyivyzs0d1jNTOLv91S7VisBlTDubS30l7bA=,08/2023,gAAAAABn7S-f9ifz9tT4-Y4oCRzqGxDd4yeKN1IPXz7pT9xOpeapz4UUAEz4arabAZ9x0Nde62aq5vXvS07F91afHWU6bad97Q==,YES,1,$68400,01/2020,2020,No
441,777,Mastercard,Debit,gAAAAABn7S-feLnProcS7umAYJvS4Lc4v-6-hwHzfg-njbMg6LrdwnFvbtNidpyrggcm9xr28q6dDGIt6cgTIke2_lvfk2VPfMvXDNw0Vy9zA5qMou4pdbk=,04/2023,gAAAAABn7S-ffWQNzwM2YyoiQH6DHsAKfF1d_F73M62Eg4GELOEcM3GWnOVu-gjhwMeMqszQnqbrmWXhJ0msw6x5Dg-MDpQvCA==,YES,2,$77237,01/2020,2020,No
3679,1946,Visa,Debit,gAAAAABn7S-fjIhWKM3qi6gBkZ6_08v1kFqVnRZZZSRrW1mQqHu83jR83hEMOKrdkOZouUnMhP6ppF1sNJ1Hp8gKbqxfHzJCiXrrlmaA7LbRShQ-K1KNVyo=,08/2024,gAAAAABn7S-fyFT-Exq9kQGUaGpUeWh0DbGeOjkaUhxJiw2k24iWhr67xrpbi3TA5OsMTB8xq6w36emn3y0z0T9TGve5_-6UwQ==,YES,2,$4488,07/2002,2015,No
5701,1946,Visa,Credit,gAAAAABn7S-fH1jVR3KPvPhAZw-VOmsSC6wnZWKe6QwEd2kJDHmlAH6ictHxZeZZBMWFBW5_UOZ2Kp2MUJ1HsVcF6Q4CsC-HvQ83uBhomhscerI01_S9UFU=,02/2020,gAAAAABn7S-fKitVXxqMYLHvhU7VjXj2g-dB532ddnPkzXt_SatsNhTMBAd06qpgjx3BUULg6Lr7yeFoLRbeQJl4p3-NZzp7fQ==,YES,2,$12500,11/2014,2014,No
4510,1674,Mastercard,Debit,gAAAAABn7S-f3zl8yHxGFpd-II3foMQa4GFqhgSinXwlzmMp3_tXdIKyK-3XnKNSGax58Ourrf95Ri8OfAxGSX-o9F7Uvd_A1vpiP2mi6JewDLfhk2jCof8=,12/2020,gAAAAABn7S-fLOuf7IUx83pKBgM-gjxtWIhUL6XMGmic8D5hwTOZ8epwvgy9pB37toIXrfKunIRK0QWH8uQM20pNJepU_5s3dg==,YES,2,$23432,09/2001,2008,No
2873,1674,Amex,Credit,gAAAAABn7S-f9HZE8pmbE0xymhU8pfMiBuDleEBbkhpfi9vvEp3hfDixxOKZGwfQtH7BZGtUwpxdpRfuRpoXOveDIGHtxgZwh29J99X5A2kscswpWecWLrY=,05/2022,gAAAAABn7S-fa6457KRkbYZbEXGVqHNMS2gFZ3v4PLh2wuEoyedSF64a6Mw555DNlGP9CJLNpg3U2s9jawQZY-IZlAPtLT1iKA==,YES,2,$8800,05/2005,2011,No
1461,482,Mastercard,Credit,gAAAAABn7S-f1w0y0nKVNiF7yWCkYit_c3bGIGr5Dz9VY151AOD4etjsfune9DNHQt75Yh2No8tNTdfFcDFCL9XFnt1QpXm39QPCM_49l8AVg4JhZxtV2jw=,02/2020,gAAAAABn7S-fmmA3sXzAiaME5n5QzKpePxFbV-Sv6tV4M3kCeENPwQxLLkJsZkagFAU35QWBXQo1B3vCJfgya-8U4J7WcHrpVA==,YES,2,$12100,02/2020,2020,No
442,877,Mastercard,Debit,gAAAAABn7S-fwrBX3v_0oQv7Czt1Dx22yz_zYLkH2aT1w_SRYo93s92tltwbP-Lxo4eswEsu_ynPeelRkhf-aoRwJtAioarEd08-mapeXByhqRxKbf_Jzfo=,02/2020,gAAAAABn7S-fsr9gtWMpiWBTCAk-uo8yHJMhszxusZE5vZT-14-NlRc8A5NVdWQKMcCfcv5aC29_Xme0BOQ0ZNVR2P-5HYeOug==,YES,1,$9708,01/2020,2020,No
3877,877,Amex,Credit,gAAAAABn7S-fO9ZqU8dSXIRWZ2-5CwJmdlvUdeb2DdusTizkqfFo7YjrMsXf_OkxrKZddKIr1ToRJnGf9FQIS5Ryt1aKHW1Op-E6AVhs79BKBq2_zSHhl6I=,11/2021,gAAAAABn7S-fXS9WS9hLgepkl7qkFLmoYHK8CkDTtKiXbHft493mnry5NuRWh49ZQSVmA2u_im8jI3XTJ-39LIc2uC50tq_eDw==,YES,2,$12000,07/2009,2011,No
2296,877,Mastercard,Debit,gAAAAABn7S-fRZRXEHZAK7EsF-mWDmOZhfGEW5ZqnV92iRg2UpbtwmmE80QVWXxgMB9Ba8XKStk7EKFACCrksdijYwFAIeUCRTpcC6BzuHL1SVku-DrAkMI=,11/2023,gAAAAABn7S-fEtX9owaJghXxnEGzCT2EGP04wByf04PIM9MlrdwBXY6qjLxD5QJtooMv1zYDFPInKxdfBulelpmgHLq_zQ6F0A==,YES,1,$11973,03/2012,2012,No
5048,128,Mastercard,Debit,gAAAAABn7S-fmhGYh_pHjSOcecgyozhTptU1q9i8BtcgVO_spD6E8gJor1VrDdkyRCvW3oFgeyvunehiNbGEHoFvMjSJqZwWy9xygPziorz0UjZN6KNcLtg=,02/2022,gAAAAABn7S-f4BTWeHt9B_AmCtUudzTafq2_7bH10IN3bLTCrEx3yPNpUY8dY-dQiQ6QMCKiBqNQuBwatkRVSjFKClxOwsiLaQ==,YES,2,$13601,10/2006,2014,No
1462,128,Mastercard,Credit,gAAAAABn7S-ffQgvUSNla7Ho3OjUIptrZMhJcLukvGJzXQ5WzB_rlXUy0g3WdxmoPBeI5NkInwlA_e2UhFIB-ogBQRvlkEm9a6q-8FQpQtViFBv7UaDkVgc=,01/2024,gAAAAABn7S-fX-HuP9N4OAMtZHbGmt7S49ukJCZOWThgfh8VyVzibd7CWfQWbdb9-jybzaze2dzFQmaI4GtIL0Li_ursB0eU_Q==,YES,2,$7800,02/2020,2020,No
4269,775,Visa,Debit,gAAAAABn7S-fNpNTRVBcwQCt-EdtcgZAUXiONwTGvXIX4TJmWIYglGmyICpetW3qvNu2eBCk1YMQlEXiWxSosZz-g7-RkCRllqqBhcM-KLGY1wI2MVnuvf8=,10/2023,gAAAAABn7S-f1OsxZEpL0Z-eBF364C6HJfz0ZJc0iSGmxXiqFLlZkybYyE15N0G3_2RVKTHej0kwAzBi-qzMTevTpPcgUuL3_g==,YES,2,$17816,08/2008,2016,No
5188,1536,Mastercard,Debit,gAAAAABn7S-f37olLtRr6Ib4rbZceTB9nytIyww96x0m-ygGkK4HtMyB2vpcHx57CQUoyD2F48FEnePG1qm0J1A67niozUxzrOQvP4mZrwkVb2YJvbCkMoU=,03/2021,gAAAAABn7S-fTTNoiUzPgTPY_pCb4tk8AXDK25z3Xy0v3BW_jX6-sVeB0_Yci-4hDoaV4JsLKVyugk9boHkzYVvtUuP36thPOg==,NO,2,$17707,10/2010,2010,No
2874,1536,Amex,Credit,gAAAAABn7S-fgpkFV6YQG3cajXTUjLA4MQnH4RZzelFuxgPbasGhghadMpYqGxBMoQJfLzahkZF8jMcchGngha9Kbvz2c5Onf71K-vyYefgaZRDKAir055c=,11/2020,gAAAAABn7S-fv3gwXK23zSrW6F_iiYJwMW6qvr326pj_Ky84Ld9Q2GlcoQQEX3oKpfx6WqE51uBqymj0DyylzzEDoQKb4bBLJA==,YES,1,$9500,05/2005,2009,No
3041,140,Mastercard,Debit,gAAAAABn7S-fpURLZKZsc-IKYrQmM5xJ_V3mLp-h-rcw69dYM91k3xS4dbN72eDfsFoXpbmXPPDFN0X4l_PYK7o32trQOi-Xfja8PUboFBk39CMsgvOFcEA=,01/2022,gAAAAABn7S-f7KhhG-VSKLE39DIZBhxtI3n_RF_BbH6WZ_YyoPESDMgLPUlFObescMOJpTU53f6gMp72AklZEbatjsxNxuI2vA==,YES,1,$19110,05/2010,2011,No
5312,140,Mastercard,Debit,gAAAAABn7S-f1rB7ZyspZ51i5KO1a2YNvV5f6JSNSmnvzbUxHWf_5D78jPFGlKwVCM5eJfvgEFjtuYO0m-IYymgDp1mi8m9HlqhQSWF-5Cw13JEiiIGIQrY=,08/2023,gAAAAABn7S-fpCaaxWaQXKhjH3dvbRrPsIYOdGBVj1IIS_5I_5JrOixl6gbSGknn5kiTT4xU-wrdqvjWZD1Mx92o1s6SmPFepg==,YES,1,$13428,10/2016,2016,No
4150,140,Mastercard,Debit,gAAAAABn7S-f_i-Uu1EPeUV0UjLtwWs4uY-RuI6DQk6eW2IXpGX_9ROz_540kvS25p4isc8JrsjRSbmchiryRreCf35CB23mzhjwvgPGZklVTGZh8sUpglI=,06/2022,gAAAAABn7S-f1aauBLRSBw-cTveHSyddg8dcmwtWeS64hs4D4ho2oPlkOKWpkfZD-cPpPTFGj6Qt0s8bxqF5pX5NvO7QZte1Kw==,YES,1,$24608,08/2005,2009,No
152,140,Mastercard,Debit,gAAAAABn7S-fAYW0uEVQjoD6YDzpfZSOumg3JR2rHNRkjBK01Az4CGrARZJLzKZG9xArWUJ4crOF1S7k18BGlmfIVKNPbVfmtbj3IxSp-fEzA3vkVFrQPK0=,09/2022,gAAAAABn7S-fz0v08pU3hCuUSQCQndwE9csaTZMQpFyT97UTj52hf4YveUsPme4ctTa6TcffwJaKTQ3eKsjMAIQpyzuMDeiKCw==,YES,1,$13441,01/2008,2011,No
443,1884,Mastercard,Debit (Prepaid),gAAAAABn7S-fc7TwbqGQaUkKzN12G5FMULkD5D90bk41t-Ym4_mH0mtatNHPfHZy_KB_gbEUqLLLgHkIMnHEz21_lWSn8oinS4cYH8RLmpuxiIz5EgNnKCs=,02/2020,gAAAAABn7S-fXjs6MFDNMyfbloksyzKehH16uIcmbo5ANzWhf3VoVS1fflL0YLnVH32ZBR8c1fX9Rb0WDxOXhnWeOfCzoqrP1Q==,YES,2,$74,01/2020,2020,No
3377,1874,Mastercard,Debit,gAAAAABn7S-ftL1xx45jjnHua26lNvw8kkLZgTrBCbO720i4xaVp3wN3ZHtJFfYQxsg5DqMkrK9AC_mCP_f8mbT05Uv4_bGo7REFdPbHJkN6kI36UKpd-x8=,10/2012,gAAAAABn7S-fjTLtJyfZkU_CMiCHnmYw60-qVSgifqDa0MfSw2Xt3Lhem9DGKg5NohWEE6zYq1bs6sCNsiXszW4DUuv12Fjhlw==,YES,1,$17872,06/2008,2008,No
5789,1874,Mastercard,Credit,gAAAAABn7S-fRSp-aViRIyO6FeomyaaLKSHd6TLkxVT5411LdIPoTjmT-c3xVf3o5PNtAhp-6OwUVrZonGrai1PFFhgw0CHJ5O__MBMhxRR0ZrWeWofgk-k=,09/2022,gAAAAABn7S-f2IlEqH7sdLboeWEpaF9oCmd6DQejgOMF8i5qOU3L4aiYAePLmwZxkRlqfX6azJNDCqwRg0usrP29_wUK6ZM-HA==,YES,1,$12900,12/2003,2010,No
2106,1874,Mastercard,Debit,gAAAAABn7S-fnmUa-F4Eq4sI-AvRGtwXoA0mdirift25Udxaio1PWmc2MEznq8yeMXf0bYVbJPIx3d0L3U0BBgoExVHhGztBzMICKIGdS-sZlfqxQ2-ztxQ=,05/2024,gAAAAABn7S-fZSoM-8aqFgocMxNeyKF2yewwhjQIojL9bAtjHaR7YEJmQ_p1_H2GwU-B9l61oRtQvrLVpwBzeKLYnqjDYNsyjw==,YES,2,$25264,03/2006,2020,No
2078,1874,Mastercard,Debit,gAAAAABn7S-fQy1__5vqf6vf_qxjA7zg8-UI8DDYilxa5ELz9EwEXDU3RhJlQPMtmVa96c0FK-jscp7qNiRdrZG7HJJpBSo0Jtf6blMEIb9IewAKCfzWk0g=,12/2022,gAAAAABn7S-fp1udfipxuDF_HF5GtfmUVklwiDuQUVgy4r0cdJEM2OPNAT0MHAt3ibJ9SnGu15-rNzH1FxBp6x2f2hX9v--VAQ==,YES,2,$20634,03/2005,2007,No
5866,1310,Visa,Credit,gAAAAABn7S-fcx_0MQPtyNu1IHMuCbQYbUFKsD3yMN23K7tRiAeQMdsWu_HQ1Z_edNeJFv414MbpOW9GIcOk7qCYsLOeyiflBLokF_vMu9DyBUsfQ0Toz2U=,04/2007,gAAAAABn7S-fZKMLuBrmbVth2OeeIp6_eQtiTsUNQIMILEHj_TOtvxHPLsJC58hfJ0Fq2HiUxQXPGrptPCnwWDAiUH8zmtQxKg==,YES,2,$12200,12/2006,2010,No
173,1310,Visa,Credit,gAAAAABn7S-f9-A1qsqN70Bpsr9L1ULoTO2Fufi6tTC5LuOBD87HHBkAtK-CD2QzBUiAZsSOUsIhMGomQ3piwsGAXPNlfzpyVDNra9-mCr1n7Rjs35ut1AI=,02/2010,gAAAAABn7S-fK-A1ncGIr0S3JXZnzMK5aHDJCOtqzuWzJq7EDofpIO0fOShJT-tnKsLc_b-cPvWSp6gGoD-s98S10336PTLn8A==,YES,2,$5500,01/2008,2008,No
1771,1689,Visa,Credit,gAAAAABn7S-fKcUm56OBvN4Z6McH_tj3K0tdVKOFwKwt7TAMsrEe1sey5gc6VO4xsGcvq5aFTiQVxaN1moWxzWxemm2jS9nWzvs-qjCtvqotprnnRQeTK8E=,03/2020,gAAAAABn7S-ffhcBSZH5vAgG6qU3nwQ2ysSEOTbf75WdJIKYak76syhmhMx8com18aSvOFkJbEgDdvcPiCOBQ08woI8cJ1JAuw==,NO,2,$6600,02/2020,2020,No
6132,1689,Mastercard,Debit,gAAAAABn7S-fh9WHBQWX6qGLqXwpqDggDpMSvwbJOpkAD4azyfwQlp2AJ7JgSZIJaBGHXRd1PFvr89dOGwXZx2VfWAxuCrEe6xOsT1LKacjV-wEU1polOBU=,11/2020,gAAAAABn7S-fk9KDvft5UdYKSjHxIzUHNlrYVMb6FIxOLEJ95_BtYK_ZoV3vNLLAr_vBJ9Rh0_c56LYb2fUeED-1Pk4J3_AF4w==,YES,1,$25815,12/2017,2017,No
327,379,Amex,Credit,gAAAAABn7S-fXXScKZV2XNcQMALdx9rfd3JjIoHJ6WgQZ06vFVRTdq2Ww2bGRag7ROmLcBbtdJ6pKuiLCMYcUpiCk_JDyxK87NjTwxifqL1aZ54jfbBUimc=,06/2021,gAAAAABn7S-ffbJp7vdFsvPD5nF-BMWGevkDc9ajwQkw87-bTsmqMPgOULsqaQS-kirCVz8gt-TrHhMv5Tcxq9WbaNAkPQ8jHA==,YES,2,$8400,01/2014,2014,No
2019,379,Mastercard,Debit,gAAAAABn7S-f80ZOWY4lImljWVCDbpmsVCA7xWpcairnuEkA_eJ2evsve-jbqnDx3KSAmh3GYTFIE6WjDGMvEL9hjL3Xrjit7n6zZ5dYUglPTS0Pzv04Xh0=,02/2020,gAAAAABn7S-fdNbQK-qCDbiZ5LOyQjtdgevnYTimhavg6y8qaA4zNbLucf4WOectnxKkgMK7QRXHRhR0BgfA_rphj1LPtJr8-Q==,YES,1,$21628,03/2001,2008,No
3881,379,Mastercard,Debit,gAAAAABn7S-fHzwt6GFogN_JhWj3F_tGQuqUhF_kBNPn0ABaihpJ9C8hlXM7UPVWEmFuwn8xi_27cCGeQgC9qyRxxYS-tQv7zik8fEXRxTIarx0EJieKAZI=,10/2021,gAAAAABn7S-fnqfkg6U0dLj0PnsuxohkAR2OP1KrBPYcdJqLqqawVvq_ir2XqQrJYodqrKA_omew8lq1KMa8Nnm68q1IVCXNdA==,YES,1,$24232,07/2009,2009,No
1166,34,Mastercard,Debit,gAAAAABn7S-fYXqwRsDTABfZu3gR1BQDgBxiwK7zE1H6sA9WgXb2kF9Ut4WzD2n_3eP3_goeQkVBH32ILgwT4l6lmj-w44sKnrYFi1PyRMiG_Tg7F34HkQ4=,11/2023,gAAAAABn7S-fORziuOChMGE-PScX4JMhG_lzE5-a26XopDCwqD7J1bD8ycYDuK6i2Cf6NyAblF5PWmbhC_A9JfCrS_coWEzW2Q==,YES,2,$10775,02/2009,2010,No
3342,34,Mastercard,Debit (Prepaid),gAAAAABn7S-f-BsO8B0tbWgL4viAGGfmFirK0b5a4Q_um10ge95-MBc6QIkNMSfxeAoZS6sPp1vuEijCxmTObOVH50bwbNxoWu7lgaq13wvas5LBHgVJZtY=,02/2020,gAAAAABn7S-fjAyCJciN6t6eBAK19zXbIPtnNrofLzvkU6mNoR9YQfREHYwcO7pwJ4P_4ChdUWvEQedSsZRM6jvqNPAewjgVeA==,YES,2,$105,06/2007,2013,No
5622,822,Visa,Credit,gAAAAABn7S-fZG3dETfWYNVn2tvFgvrM6MgCQtvnafAIRJ1NzWHWRNcSOOuo9s6QEYtFSfzUdMRvHAk0OXQuU6-wrVfA4m9Ie6hMmXubaWSFR0Sefz8f4vo=,01/2021,gAAAAABn7S-f1X_nKxpEm0XY8P24VFtF2J8ptLR3cPLpxTFJz0gFr33k3tu56fz7Sx-deenjSUIVcN2CfZKo9kShfNKsxkyxQA==,NO,2,$7100,11/2010,2010,No
5424,822,Mastercard,Debit,gAAAAABn7S-fSwXPIsnJxJEz5BSaa3tre9_SYkbrv97W-DKWn9fgfh5Og3xZqw_U6p4HDrSWnIPdun1bURW9lKvI3hOcAGfvs0UFV82A194x2dxVAi02pi0=,07/2024,gAAAAABn7S-fEm18BNx-rkFQQh6wR3s2hdTzujOTPu96jpQsj5eMTJHLfI72t-5QuZ0UGxVaG4qj2G6Poj8FdL5oRspGnmJ4Ig==,YES,1,$29351,11/2005,2007,No
2558,822,Mastercard,Debit,gAAAAABn7S-fWNomAHjtTYanl61mP4C-v_7BiXy1RvU3Wtx6GuL5MGYM-DLDvFDxDlgeZJSqU4AATViXzWTIbCmxHsW8EbvmyZE9seogk24V1AoPlgsGcz8=,03/2020,gAAAAABn7S-fMN1ZOYPUTVAH4klsfUs26-S70xpv-0nr_VDVRwdM4vvR1uRM5SB4Js94n-_xsESvJg6EMP-SsFMxIm5lVxnzxQ==,YES,2,$15125,04/2008,2012,No
5385,822,Mastercard,Credit,gAAAAABn7S-fdKrxukY3GD6hdYMvjil5G3qaALlc2DLirbRHBeIGiEnpjo0dWN_afQIC7uKcOhn7yEkcbXPmNooIh2zuKOaodL1eHngzNuJZQbqg9NbahiU=,11/2021,gAAAAABn7S-fLDMo0XL8Tbk3PvXkL477uUkT8t5gKyi3Oqve1skjmnjkAWzXaC1ZnfM3r88d6L1ut0B6YQ5kGJM3WezlazA_4w==,YES,2,$8000,11/2003,2008,No
5596,822,Mastercard,Debit (Prepaid),gAAAAABn7S-fi2m160ZIBva73m8g8I-XyPSsI0Ff4PVz6Y3457tssOR4AY6u3-fQE6JbhPwYiSt3M3w4xHTJT_HIt4CcwH4QabAwKqhP1amr9YfX2Ba12wk=,05/2011,gAAAAABn7S-fb6WCdh5azjHg7VYmFdRs9d1mIqDwbk4mcaD6ScLowAcW-MApopYI9_nU3fLG6YAiKxTUEAMBY1vjsXwmfM5zBw==,YES,1,$83,11/2010,2010,No
3991,1499,Amex,Credit,gAAAAABn7S-fMAqyX_q72UPHta67SIcAhcnpgv4PUyy32jUnpYO-37lzKiFqvAQLuJMVW2fr_kDw0_hfOF8u5aS7ZR99XD6rjX05ijYwBIB5CAg2hgfPUIo=,01/2024,gAAAAABn7S-flVt_mj0jC-3HwNTUaK9bgAIi567uXGrBl6JZlVhJmLpkl-dRNYiEuKtgoc5JgoXrnSmD8-mZL-QRz0oZL_Yn2A==,YES,2,$23700,07/2012,2012,No
6126,1780,Visa,Credit,gAAAAABn7S-fUlSQ2EsMDVmDeCg1QcDcl0Wqp_K-UZsy-up89dPbe5JJnE5-abNiAhSpkgO6Adl2EMRGAhvlRQ8Txl9BRKeP7MjRZrkSn1QUK2azLkLiWWk=,02/2024,gAAAAABn7S-fTNwir_35F5jThuJfdJcPOfjxK-Ga8EV4MQSbmRYMHDQK6p5UdOP0C0uzaBeoDbZIc1mA6dASZwGOdt8uytBd8w==,YES,2,$700,12/2016,2016,No
3756,1806,Mastercard,Debit,gAAAAABn7S-fiP0xdgjc9PDnYOf-WLf92PX3ZVz-Ka9J--MxeY4NvdjVPOnmIpPM6XzzRjvhYYYzA3DTNLNiC6u7-9_5suNTao3iqU0dJmJkB29ZV28ibGg=,07/2024,gAAAAABn7S-fU0lRcZfZqNKI1V1hjF3HtBMwJNQ-qH3avUqg2tmvuvin3zBwVVue9-gkmC-ewC01B1GZDWBOxaa9eBbaxC5DGQ==,YES,2,$7488,07/2006,2016,No
971,811,Visa,Credit,gAAAAABn7S-fvdjnG8g75iJRC2ZETx0Ww6aXf7L6uiACZW53_pdz50oWcr25AsOBCDk1-nakprcdCQDrpN_df-6gNjzykmjXKotCP9PWsfVXCNjO-3ZzV-g=,01/2002,gAAAAABn7S-fQtZZeohGrI5dObEbpfB9iadT3TTQj2mnD7sa7VQr4oDbcGjPvEEWvf9TNIUIPJTzOAwc7cJJvHy0fpbPEcBriQ==,NO,1,$24900,02/1999,2010,No
2079,811,Mastercard,Debit,gAAAAABn7S-fXmucd3oB1SDtGstzNC3PlRkkjbAAbgXAJPTrmSjdjq7NEAMa7062DiM4xA-4sb2eV_dEZvn_Vm_E1zd0R_4E8D2EYIuImIcV7ArGnZAWRzc=,06/2021,gAAAAABn7S-fFUJvAeXk0vNGfAkGFoduyuuah-0I_JhMiIZw7vwq0HDIQcNtCY5d74Xz0nUyMhgQikm2H3-smVRn5NlQQYRI5Q==,YES,2,$30971,03/2005,2020,No
